,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율,선거명,날짜
6002,더불어민주당,부산광역시,사상구다선거구,조병길,정당인,58,19590815,"부산개방대학 건축공학과 졸업(현,부경대학교)",(전)사상구의회 사무국장,47.1,구·시·군의회의원선거,20180613
6003,자유한국당,부산광역시,사상구다선거구,윤숙희,정당인,59,19590423,부산디지털대학교 상담치료학부 상담심리학과 졸업,(전)5대 사상구의회의원,29.06,구·시·군의회의원선거,20180613
6004,더불어민주당,부산광역시,사상구라선거구,장인수,장수월드 대표,58,19591117,동의대학교 법정대학 행정학과 2년 제적(2006. 3. ~ 2008. 3.),(현)제7대 사상구의회의원,50.24,구·시·군의회의원선거,20180613
6005,자유한국당,부산광역시,사상구라선거구,김정옥,제과업,55,19620722,경성대학교 경영학과 졸업,(현)델리제과점 대표,25.92,구·시·군의회의원선거,20180613
6006,더불어민주당,부산광역시,기장군가선거구,성경미,정당인,56,19620315,대동간호전문대학 간호과 졸업,(현)더불어민주당 기장군지역위원회 장애인위원장,45.33,구·시·군의회의원선거,20180613
6007,자유한국당,부산광역시,기장군가선거구,김종률,자영업,56,19620610,경북산업대학교 경영학과 졸업,(현)기장읍 교리3리 이장,26.64,구·시·군의회의원선거,20180613
6008,더불어민주당,부산광역시,기장군나선거구,황운철,(사)대한미용사회 기장군미용협회 사무국장,54,19640228,한국방송통신대학교 농학과 2학년 재학중,(전)더불어민주당 기장지역위원회 사무국장,31.07,구·시·군의회의원선거,20180613
6009,자유한국당,부산광역시,기장군나선거구,김대군,기장군의회의원,63,19540827,동아대학교 법학과 졸업,(전)기장군 이장단협의회 회장,24.82,구·시·군의회의원선거,20180613
6010,더불어민주당,부산광역시,기장군다선거구,우성빈,정당인,46,19720421,부산여자대학교(현 신라대학교) 국어국문학과 졸업,(전)더불어민주당 기장군지역위원회 여성위원장,31.96,구·시·군의회의원선거,20180613
6011,더불어민주당,부산광역시,기장군다선거구,박우식,정관읍 주민자치위원회 위원,46,19720318,인제대학교 경영대학원 국제통상학과 졸업(경영학석사),(현)더불어민주당 부산정관 의료폐기물소각 대책위원장,21.8,구·시·군의회의원선거,20180613
6012,자유한국당,부산광역시,기장군다선거구,맹승자,정관 소년소녀합창단 단장,42,19760326,호서대학교 안전보건학과 4학년 제적,(전)정관 주민자치위원회 문화.예술 분과장,14.95,구·시·군의회의원선거,20180613
6013,더불어민주당,대구광역시,중구가선거구,이경숙,대구중남사회복지연구소 대표,48,19700213,한국방송통신대학교 교육학과 졸업,(전)홀트아동복지회 홀트대구종합사회복지관 사회복지담당,23.23,구·시·군의회의원선거,20180613
6014,더불어민주당,대구광역시,중구가선거구,신범식,대구중구의회 부의장,71,19460814,호산대학교 휴먼복지학부 졸업,(현)더불어민주당 대구시당 부위원장,12.89,구·시·군의회의원선거,20180613
6015,자유한국당,대구광역시,중구가선거구,권경숙,(주)카피몰데이타시스템 대표이사,55,19630125,계명문화대학 사회복지상담과 졸업,(전)대구광역시 생활체육회 이사,21.06,구·시·군의회의원선거,20180613
6016,더불어민주당,대구광역시,중구나선거구,홍준연,정당인,54,19631215,계명전문대학 사진과 졸업,(전)문재인 대통령후보 선대위 조직특보,36.08,구·시·군의회의원선거,20180613
6017,자유한국당,대구광역시,중구나선거구,우종필,자영업(수제화 제작),54,19640511,영진전문대학 콘텐츠디자인과 재학중,(현)대한민국 신지식인 제14-34호,22.71,구·시·군의회의원선거,20180613
6018,자유한국당,대구광역시,중구나선거구,오상석,중구의회의원,46,19710825,대구보건전문대학 치기공과 졸업,(전)대구중구생활체육회 부회장,14.89,구·시·군의회의원선거,20180613
6019,더불어민주당,대구광역시,동구가선거구,도근환,사회복지사,46,19720515,대구대학교 재활과학대학원 직업재활학과 석사과정 재학,(현)더불어민주당중앙당 디지털소통위원회 부위원장,31.72,구·시·군의회의원선거,20180613
6020,자유한국당,대구광역시,동구가선거구,김병두,자영업,60,19580505,명지대학 체육교육과 졸업,(현) 자유한국당 동구갑 당원 협의회 운영위원,34.93,구·시·군의회의원선거,20180613
6021,더불어민주당,대구광역시,동구나선거구,권상대,정당인,58,19600415,대구미래대학교 경찰행정과 중퇴(2011.3.2 ∼ 2013.12.11),(전)새정치민주연합 대구광역시당 부위원장,24.47,구·시·군의회의원선거,20180613
6022,자유한국당,대구광역시,동구나선거구,오세호,(주)한미토건 경영,60,19580417,대구공업대학 토목환경과 졸업,(전)대구광역시 동구의회의원(3대),35.88,구·시·군의회의원선거,20180613
6023,더불어민주당,대구광역시,동구다선거구,신효철,(주)한국안전컨설팅 이사,49,19690217,글로벌사이버대학교 문화스토리텔링전공 졸업,(현)더불어민주당 대구시당 재해대책특별위원회 위원장,32.03,구·시·군의회의원선거,20180613
6024,자유한국당,대구광역시,동구다선거구,이연미,전업주부,55,19620823,언양여자상업고등학교 졸업,(현)효목1동 주민자치위원회 간사,29.32,구·시·군의회의원선거,20180613
6025,자유한국당,대구광역시,동구다선거구,이윤형,자영업,57,19600913,경북산업대학 전기공학과 졸업,(전)동부경찰서 남신암지구대 생안위원장,11.61,구·시·군의회의원선거,20180613
6026,더불어민주당,대구광역시,동구라선거구,노남옥,동구의회의원,57,19610411,경북대학교 농업생명융합대학원 석사과정 재학중,(현)대구광역시 동구의원,28.35,구·시·군의회의원선거,20180613
6027,자유한국당,대구광역시,동구라선거구,김태겸,없음,62,19560110,계명대학교 경영학과 학사 졸업,(전)한국토지주택공사 김천혁신도시건설단장,27.67,구·시·군의회의원선거,20180613
6028,바른미래당,대구광역시,동구라선거구,차수환,동구의회의원,58,19600110,대구미래대학 호텔관광과 졸업,"(전)동구의회 제5,6대 의원",10.42,구·시·군의회의원선거,20180613
6029,더불어민주당,대구광역시,동구마선거구,오말임,주부,56,19611201,한국방송통신대학교 행정학과 졸업,(전)제19대대선 더민주 문재인후보 대구시당 유세팀장,31.94,구·시·군의회의원선거,20180613
6030,자유한국당,대구광역시,동구마선거구,이주용,롯데리아 반야월점 대표,35,19820828,경북대학교 경영대학원 졸업(경영학 석사),(현)롯데리아 반야월점 대표,29.26,구·시·군의회의원선거,20180613
6031,더불어민주당,대구광역시,동구바선거구,이은애,회사원,48,19700115,계명대학교 법과대학 사법학과 졸업,(현)더불어민주당 대구광역시당 여성위원회 부위원장,41.66,구·시·군의회의원선거,20180613
6032,자유한국당,대구광역시,동구바선거구,황종옥,비전건설(주) 고문,61,19561215,영남전문학교(현 영남이공대학교) 기계과 졸업,(전)대구시청 공무원 정년퇴직,23.22,구·시·군의회의원선거,20180613
6033,더불어민주당,대구광역시,서구가선거구,민부기,부동산중개업,46,19710727,대구공업고등학교 졸업,(현) 대구시 더불어민주당 (을)지키는 민생실천부위원장,36.4,구·시·군의회의원선거,20180613
6034,자유한국당,대구광역시,서구가선거구,김진출,진진물산 대표,66,19520224,계명대학교 정책대학원 졸업(행정학 석사),(전) 대구광역시 서구의회 의장,47.36,구·시·군의회의원선거,20180613
6035,더불어민주당,대구광역시,서구나선거구,오세광,대구광역시 서구의회의원,44,19740228,영남대학교 행정대학원 졸업(행정학 석사),(현)대구광역시 서구의회 기획행정위원장,34.33,구·시·군의회의원선거,20180613
6036,자유한국당,대구광역시,서구나선거구,조영순,서구의회의원,60,19571125,계명대학교 정책대학원 이민다문화사회학과 재학 중,(현) 대구서구의회의원,32.07,구·시·군의회의원선거,20180613
6037,자유한국당,대구광역시,서구나선거구,정영수,서구의회의원,52,19660203,군위고등학교 졸업,(현) 서구의회 운영위원장,14.67,구·시·군의회의원선거,20180613
6038,자유한국당,대구광역시,서구다선거구,홍병헌,서구의회의원,60,19570916,"계명대학병설전문학교 축산과 졸업(현, 계명문화대학교)",(전) 대구광역시 서구 방위협의회 동연합회 회장,34.85,구·시·군의회의원선거,20180613
6039,무소속,대구광역시,서구다선거구,김종일,회사원,59,19590125,경북대학교 행정대학원 졸업(법무행정),(현) 서부경찰서 시민경찰 회장 (6기),31.39,구·시·군의회의원선거,20180613
6040,자유한국당,서울특별시,서울특별시,김소양,자유한국당 사무처 당직자,39,19781118,숭실대학교 정치외교학과 졸업,(전)국회정책연구위원(2급상당),0,광역의원비례대표선거,20180613
6041,정의당,서울특별시,서울특별시,권수정,아시아나항공 승무노동자,44,19730830,성공회대학교 NGO대학원 비정부기구학전공 수료,(전)아시아나항공 노동조합위원장,0,광역의원비례대표선거,20180613
6042,바른미래당,서울특별시,서울특별시,김소영,사단법인 한국척수장애인협회 정책기획부 차장,46,19710711,마스터스대학교 졸업 성서학 성경적 상담학문학사(2002년8월~2007년5월),(전)1986년86아시안게임 대한민국 국가대표 체조선수,0,광역의원비례대표선거,20180613
6043,더불어민주당,서울특별시,서울특별시,김화숙,정당인,69,19490322,동국대학교 행정대학원 복지행정학과 사회복지 석사,(전)육군 여군학교 학교장,0,광역의원비례대표선거,20180613
6044,자유한국당,서울특별시,서울특별시,이성배,회사원,42,19760527,한양대학교 행정대학원 행정학 석사,(현)자유한국당 서울시당 청년위원장,0,광역의원비례대표선거,20180613
6045,더불어민주당,서울특별시,서울특별시,한기영,겸임교수,39,19790415,동국대학교 대학원 정치학 박사,(전)중앙선거관리위원회 법제과 연구관,0,광역의원비례대표선거,20180613
6046,더불어민주당,서울특별시,서울특별시,권영희,약사,59,19590524,동국대학교 대학원 약학과 박사과정 수료,(현)서초구약사회회장,0,광역의원비례대표선거,20180613
